pc1,pc2,digit,speaker,var1_pct,var2_pct
11.685072,-2.246989,0,jackson,41.47,12.23
11.641155,-6.131470,0,jackson,41.47,12.23
8.959659,-0.760722,0,jackson,41.47,12.23
10.704778,-4.071572,0,jackson,41.47,12.23
13.001620,-4.890935,0,jackson,41.47,12.23
17.511810,-7.838199,0,lucas,41.47,12.23
17.755223,-11.199105,0,lucas,41.47,12.23
7.564661,2.710088,0,lucas,41.47,12.23
10.596037,1.466619,0,lucas,41.47,12.23
11.000143,0.207408,0,lucas,41.47,12.23
13.064427,-1.546958,0,lucas,41.47,12.23
12.136473,-1.980638,0,lucas,41.47,12.23
15.417943,-8.650398,0,lucas,41.47,12.23
16.624497,-6.490579,0,lucas,41.47,12.23
14.489291,-4.502021,0,lucas,41.47,12.23
16.937621,-5.526242,0,lucas,41.47,12.23
18.189336,-5.581214,0,lucas,41.47,12.23
10.118611,-1.503809,0,lucas,41.47,12.23
16.312807,-7.461512,0,lucas,41.47,12.23
16.469215,-6.576986,0,lucas,41.47,12.23
12.467430,0.035115,0,lucas,41.47,12.23
12.438193,0.613262,0,lucas,41.47,12.23
11.257501,-0.757936,0,lucas,41.47,12.23
13.240793,-3.077418,0,lucas,41.47,12.23
11.287934,0.550609,0,lucas,41.47,12.23
17.964493,-8.689147,0,lucas,41.47,12.23
9.309834,2.494818,0,lucas,41.47,12.23
8.998840,1.869128,0,lucas,41.47,12.23
14.784330,-5.190040,0,lucas,41.47,12.23
14.066138,-0.461839,0,lucas,41.47,12.23
9.715142,0.693735,0,lucas,41.47,12.23
12.899778,1.399251,0,lucas,41.47,12.23
9.857986,0.664556,0,lucas,41.47,12.23
15.505529,-4.869800,0,lucas,41.47,12.23
13.763760,-6.359731,0,lucas,41.47,12.23
19.546090,-9.842203,0,lucas,41.47,12.23
14.168648,-2.575406,0,lucas,41.47,12.23
14.489448,-3.583545,0,lucas,41.47,12.23
12.435983,-2.059381,0,lucas,41.47,12.23
9.568710,0.478472,0,lucas,41.47,12.23
13.280313,0.671259,0,lucas,41.47,12.23
9.012313,0.791113,0,lucas,41.47,12.23
7.449656,3.234027,0,lucas,41.47,12.23
10.185538,0.449530,0,lucas,41.47,12.23
12.232402,0.246560,0,lucas,41.47,12.23
3.064596,3.492571,0,lucas,41.47,12.23
10.909370,-4.455822,0,lucas,41.47,12.23
12.849425,-3.299309,0,lucas,41.47,12.23
18.690065,-9.745433,0,lucas,41.47,12.23
16.606371,-6.495274,0,lucas,41.47,12.23
14.552135,-9.395990,0,lucas,41.47,12.23
13.238937,-2.999970,0,lucas,41.47,12.23
10.678062,0.420217,0,lucas,41.47,12.23
17.256069,-11.244478,0,lucas,41.47,12.23
10.251330,-1.207354,0,lucas,41.47,12.23
3.876651,2.128486,0,nicolas,41.47,12.23
6.305204,0.394004,0,nicolas,41.47,12.23
6.858911,1.812163,0,nicolas,41.47,12.23
13.366945,-2.296174,0,nicolas,41.47,12.23
12.102139,-1.981565,0,nicolas,41.47,12.23
5.663395,3.240793,0,nicolas,41.47,12.23
5.849995,2.472660,0,nicolas,41.47,12.23
9.667734,-0.079713,0,nicolas,41.47,12.23
9.136253,3.878959,0,nicolas,41.47,12.23
5.595366,2.259848,0,nicolas,41.47,12.23
12.507956,-1.680003,0,nicolas,41.47,12.23
4.945268,2.580032,0,nicolas,41.47,12.23
-3.757375,2.451043,0,nicolas,41.47,12.23
5.120628,3.547254,0,nicolas,41.47,12.23
11.117348,0.298003,0,nicolas,41.47,12.23
0.354252,5.132491,0,nicolas,41.47,12.23
4.881470,2.677204,0,nicolas,41.47,12.23
4.566248,5.484551,0,nicolas,41.47,12.23
3.446562,3.920022,0,nicolas,41.47,12.23
4.411030,3.806063,0,nicolas,41.47,12.23
5.213459,2.614355,0,nicolas,41.47,12.23
7.010991,0.414660,0,nicolas,41.47,12.23
2.479976,2.209287,0,nicolas,41.47,12.23
12.782417,-1.106881,0,nicolas,41.47,12.23
6.550613,1.449199,0,nicolas,41.47,12.23
-1.396038,3.302674,0,nicolas,41.47,12.23
-3.254068,3.870556,0,nicolas,41.47,12.23
-1.996253,5.549583,0,nicolas,41.47,12.23
-1.040881,4.532533,0,nicolas,41.47,12.23
-2.280299,4.268276,0,nicolas,41.47,12.23
-4.242192,3.382278,0,nicolas,41.47,12.23
-5.881697,2.585996,0,nicolas,41.47,12.23
-4.668486,3.042624,0,nicolas,41.47,12.23
3.786323,5.077104,0,nicolas,41.47,12.23
6.425884,-0.278372,0,nicolas,41.47,12.23
9.250678,3.867399,0,nicolas,41.47,12.23
8.557174,4.724693,0,nicolas,41.47,12.23
6.450456,3.670356,0,nicolas,41.47,12.23
7.666304,5.187740,0,nicolas,41.47,12.23
5.867578,4.365177,0,nicolas,41.47,12.23
9.202835,4.708354,0,nicolas,41.47,12.23
7.578466,5.402287,0,nicolas,41.47,12.23
7.277729,5.925985,0,nicolas,41.47,12.23
5.441970,4.996313,0,nicolas,41.47,12.23
1.979728,3.747148,0,nicolas,41.47,12.23
2.696794,7.706338,0,nicolas,41.47,12.23
10.744382,-1.486140,0,nicolas,41.47,12.23
0.324377,6.116590,0,nicolas,41.47,12.23
7.376369,4.518777,0,nicolas,41.47,12.23
6.181267,0.550933,0,nicolas,41.47,12.23
-0.334371,5.258381,0,theo,41.47,12.23
-4.382144,3.470956,0,theo,41.47,12.23
-0.253900,5.781850,0,theo,41.47,12.23
-3.724676,3.218536,0,theo,41.47,12.23
7.877115,5.340809,0,theo,41.47,12.23
2.827649,2.900505,0,theo,41.47,12.23
-4.332957,4.062347,0,theo,41.47,12.23
1.467157,3.254561,0,theo,41.47,12.23
2.521494,4.171236,0,theo,41.47,12.23
-0.580012,5.012740,0,theo,41.47,12.23
0.347254,4.505084,0,theo,41.47,12.23
5.374564,0.456164,0,theo,41.47,12.23
-5.096015,1.523048,0,theo,41.47,12.23
5.918081,6.378428,0,theo,41.47,12.23
-3.627126,0.356448,0,theo,41.47,12.23
9.726790,-3.317379,0,theo,41.47,12.23
4.211699,4.014115,0,theo,41.47,12.23
3.405482,4.011635,0,theo,41.47,12.23
5.432638,1.274425,0,theo,41.47,12.23
9.396736,4.215628,0,theo,41.47,12.23
12.095177,1.525163,0,theo,41.47,12.23
17.179268,-0.955166,0,theo,41.47,12.23
0.994659,-1.881526,0,theo,41.47,12.23
-4.852147,2.798006,0,theo,41.47,12.23
6.677135,-2.328579,0,theo,41.47,12.23
10.529717,1.620072,0,theo,41.47,12.23
-10.263708,-4.886474,0,theo,41.47,12.23
15.580156,-3.115836,0,theo,41.47,12.23
13.417540,0.226683,0,theo,41.47,12.23
16.438769,-2.371381,0,theo,41.47,12.23
7.176353,4.171701,0,theo,41.47,12.23
2.958272,7.436533,0,theo,41.47,12.23
12.449626,-1.786453,0,theo,41.47,12.23
1.638539,1.352578,0,theo,41.47,12.23
2.253208,5.442121,0,theo,41.47,12.23
3.357536,6.062135,0,theo,41.47,12.23
6.579640,3.430415,0,theo,41.47,12.23
6.629396,0.518870,0,theo,41.47,12.23
-0.543743,4.300137,0,theo,41.47,12.23
8.861219,2.076158,0,theo,41.47,12.23
0.771061,4.953320,0,theo,41.47,12.23
2.332911,6.870428,0,theo,41.47,12.23
1.520682,5.657037,0,theo,41.47,12.23
-3.944158,0.557761,0,theo,41.47,12.23
-5.978585,2.493733,0,theo,41.47,12.23
2.298375,4.730415,0,theo,41.47,12.23
6.361023,5.684683,0,theo,41.47,12.23
0.490604,4.036181,0,theo,41.47,12.23
-3.892773,3.744156,0,theo,41.47,12.23
0.357173,4.864709,0,theo,41.47,12.23
-3.081327,2.393519,0,yweweler,41.47,12.23
-7.683062,0.977807,0,yweweler,41.47,12.23
-3.090729,2.660835,0,yweweler,41.47,12.23
-4.219416,4.869266,0,yweweler,41.47,12.23
-3.604988,3.507578,0,yweweler,41.47,12.23
-0.272278,3.098042,0,yweweler,41.47,12.23
-0.736090,5.749290,0,yweweler,41.47,12.23
-0.125520,5.172595,0,yweweler,41.47,12.23
-5.728322,2.783664,0,yweweler,41.47,12.23
-4.189783,2.284746,0,yweweler,41.47,12.23
-0.620487,6.140858,0,yweweler,41.47,12.23
6.335667,5.128693,0,yweweler,41.47,12.23
-6.316848,1.912797,0,yweweler,41.47,12.23
-7.828858,0.738327,0,yweweler,41.47,12.23
-7.451010,-0.230875,0,yweweler,41.47,12.23
-7.876105,1.464843,0,yweweler,41.47,12.23
-8.368188,1.476826,0,yweweler,41.47,12.23
-4.413553,4.140315,0,yweweler,41.47,12.23
-4.424484,1.765861,0,yweweler,41.47,12.23
-5.679108,2.184025,0,yweweler,41.47,12.23
-6.334429,1.123473,0,yweweler,41.47,12.23
-1.549017,2.008383,0,yweweler,41.47,12.23
-4.997595,1.903235,0,yweweler,41.47,12.23
-5.376104,3.373157,0,yweweler,41.47,12.23
-3.669089,2.391835,0,yweweler,41.47,12.23
-8.503065,0.605668,0,yweweler,41.47,12.23
-5.071384,1.713887,0,yweweler,41.47,12.23
6.392723,2.352813,0,yweweler,41.47,12.23
-6.214948,-0.386508,0,yweweler,41.47,12.23
-3.286153,3.195523,0,yweweler,41.47,12.23
1.904060,4.752018,0,yweweler,41.47,12.23
-4.380430,3.989747,0,yweweler,41.47,12.23
-2.034987,3.860971,0,yweweler,41.47,12.23
0.816661,3.977858,0,yweweler,41.47,12.23
-9.394972,-1.347338,0,yweweler,41.47,12.23
0.802173,3.095807,0,yweweler,41.47,12.23
-7.732497,1.666559,0,yweweler,41.47,12.23
3.298935,0.611265,0,yweweler,41.47,12.23
-7.442955,2.237621,0,yweweler,41.47,12.23
-8.944549,-0.911685,0,yweweler,41.47,12.23
-7.105177,1.394003,0,yweweler,41.47,12.23
-10.099450,-2.197854,0,yweweler,41.47,12.23
-6.654621,3.194076,0,yweweler,41.47,12.23
-2.342268,4.997161,0,yweweler,41.47,12.23
-2.289702,3.211712,0,yweweler,41.47,12.23
-2.536835,2.628674,0,yweweler,41.47,12.23
-3.518949,3.488989,0,yweweler,41.47,12.23
-2.523412,2.789374,0,yweweler,41.47,12.23
-7.712220,1.859077,0,yweweler,41.47,12.23
-5.515918,3.651623,0,yweweler,41.47,12.23
12.649695,1.885903,1,george,41.47,12.23
7.535263,2.015629,1,george,41.47,12.23
3.631603,3.329930,1,george,41.47,12.23
-0.366595,3.750518,1,george,41.47,12.23
-3.378767,5.175760,1,george,41.47,12.23
6.954602,2.057582,1,george,41.47,12.23
-2.425079,3.177537,1,george,41.47,12.23
-2.962553,4.429673,1,george,41.47,12.23
9.152650,0.443073,1,george,41.47,12.23
7.287320,1.083600,1,george,41.47,12.23
7.049521,1.309758,1,george,41.47,12.23
5.637656,3.680767,1,george,41.47,12.23
8.066582,0.799963,1,george,41.47,12.23
-4.187848,2.032842,1,george,41.47,12.23
-2.998065,5.826464,1,george,41.47,12.23
-2.277503,2.609359,1,george,41.47,12.23
-4.286411,2.432057,1,george,41.47,12.23
6.870154,1.028726,1,george,41.47,12.23
-2.007907,4.842260,1,george,41.47,12.23
8.462079,4.482397,1,george,41.47,12.23
7.661597,2.444305,1,george,41.47,12.23
-5.805061,3.637149,1,george,41.47,12.23
5.463269,4.291589,1,george,41.47,12.23
6.667985,0.752651,1,george,41.47,12.23
-9.703676,1.160618,1,george,41.47,12.23
-6.829340,2.974504,1,george,41.47,12.23
-12.973475,-4.145225,1,george,41.47,12.23
-1.205022,5.529425,1,george,41.47,12.23
3.086451,6.534013,1,george,41.47,12.23
-7.509274,2.359503,1,george,41.47,12.23
5.235237,2.884971,1,george,41.47,12.23
-14.518287,-7.303839,1,george,41.47,12.23
-8.641875,0.700402,1,george,41.47,12.23
-13.327815,-3.308615,1,george,41.47,12.23
5.018594,0.793738,1,george,41.47,12.23
-3.905047,5.352700,1,george,41.47,12.23
-5.399792,4.666351,1,george,41.47,12.23
-0.122574,5.649300,1,george,41.47,12.23
-2.412627,5.389045,1,george,41.47,12.23
0.513309,5.266787,1,george,41.47,12.23
-5.260048,4.685252,1,george,41.47,12.23
-6.106841,4.186502,1,george,41.47,12.23
-1.742332,4.846953,1,george,41.47,12.23
-2.416645,5.360868,1,george,41.47,12.23
2.614689,5.489763,1,george,41.47,12.23
12.186920,-6.067964,1,george,41.47,12.23
2.368017,3.751192,1,george,41.47,12.23
14.660588,-10.127899,1,george,41.47,12.23
6.144229,0.142559,1,george,41.47,12.23
1.704713,1.180402,1,george,41.47,12.23
9.515337,2.629272,1,jackson,41.47,12.23
11.882177,1.373569,1,jackson,41.47,12.23
14.533021,0.456040,1,jackson,41.47,12.23
10.198852,5.219732,1,jackson,41.47,12.23
4.731866,3.761586,1,jackson,41.47,12.23
2.772302,3.812318,1,jackson,41.47,12.23
7.799780,1.492721,1,jackson,41.47,12.23
1.092587,4.318842,1,jackson,41.47,12.23
5.319605,3.609408,1,jackson,41.47,12.23
1.341386,4.654446,1,jackson,41.47,12.23
3.060528,3.898367,1,jackson,41.47,12.23
5.155945,3.413863,1,jackson,41.47,12.23
8.729001,5.547647,1,jackson,41.47,12.23
3.626111,4.251111,1,jackson,41.47,12.23
6.991188,2.492437,1,jackson,41.47,12.23
3.622100,4.512144,1,jackson,41.47,12.23
3.591689,3.223053,1,jackson,41.47,12.23
5.218259,4.274547,1,jackson,41.47,12.23
10.997828,2.657338,1,jackson,41.47,12.23
8.813025,3.002794,1,jackson,41.47,12.23
6.155822,4.228800,1,jackson,41.47,12.23
3.598226,3.030359,1,jackson,41.47,12.23
5.032387,2.083530,1,jackson,41.47,12.23
9.510039,4.630871,1,jackson,41.47,12.23
3.386522,1.709634,1,jackson,41.47,12.23
8.311269,1.181338,1,jackson,41.47,12.23
5.009289,1.112724,1,jackson,41.47,12.23
14.750908,-7.639418,1,jackson,41.47,12.23
7.005866,2.270255,1,jackson,41.47,12.23
5.283313,2.316459,1,jackson,41.47,12.23
2.027850,2.656945,1,jackson,41.47,12.23
2.563256,2.845740,1,jackson,41.47,12.23
8.108450,3.244240,1,jackson,41.47,12.23
11.373966,2.998658,1,jackson,41.47,12.23
12.079660,1.949672,1,jackson,41.47,12.23
13.776691,0.301968,1,jackson,41.47,12.23
14.655040,0.548748,1,jackson,41.47,12.23
14.837651,-0.774701,1,jackson,41.47,12.23
12.282022,1.267630,1,jackson,41.47,12.23
13.507993,0.936814,1,jackson,41.47,12.23
15.188637,-1.229308,1,jackson,41.47,12.23
11.035745,3.123308,1,jackson,41.47,12.23
12.326435,1.787498,1,jackson,41.47,12.23
12.599853,1.760489,1,jackson,41.47,12.23
8.610352,3.537027,1,jackson,41.47,12.23
14.122023,1.411100,1,jackson,41.47,12.23
10.798827,4.190808,1,jackson,41.47,12.23
12.050314,0.666777,1,jackson,41.47,12.23
8.719266,4.448674,1,jackson,41.47,12.23
13.106202,0.790842,1,jackson,41.47,12.23
-2.705741,-3.594672,1,lucas,41.47,12.23
-1.135875,-1.697915,1,lucas,41.47,12.23
-6.812979,-3.163421,1,lucas,41.47,12.23
0.993461,-3.548117,1,lucas,41.47,12.23
3.241459,-3.341268,1,lucas,41.47,12.23
5.110595,-4.190933,1,lucas,41.47,12.23
1.188132,-0.951777,1,lucas,41.47,12.23
-0.115596,-0.852496,1,lucas,41.47,12.23
5.449600,-4.450415,1,lucas,41.47,12.23
1.237936,-1.604403,1,lucas,41.47,12.23
4.020564,-4.217671,1,lucas,41.47,12.23
6.297529,-2.258561,1,lucas,41.47,12.23
-2.092652,-3.758962,1,lucas,41.47,12.23
-5.390859,-1.329021,1,lucas,41.47,12.23
7.868037,-2.941504,1,lucas,41.47,12.23
1.631280,-2.927380,1,lucas,41.47,12.23
1.769078,-0.261785,1,lucas,41.47,12.23
6.101354,-1.635441,1,lucas,41.47,12.23
0.232844,-0.131552,1,lucas,41.47,12.23
0.708788,-0.362214,1,lucas,41.47,12.23
-12.756345,-3.483127,1,lucas,41.47,12.23
-8.394574,-3.861918,1,lucas,41.47,12.23
0.498223,-4.943187,1,lucas,41.47,12.23
-3.148173,-3.881946,1,lucas,41.47,12.23
8.810840,-6.156474,1,lucas,41.47,12.23
5.389863,0.387881,1,lucas,41.47,12.23
5.229431,-0.885658,1,lucas,41.47,12.23
0.908848,-2.833203,1,lucas,41.47,12.23
3.071838,-1.112932,1,lucas,41.47,12.23
1.885481,-0.021818,1,lucas,41.47,12.23
-1.728619,-2.279547,1,lucas,41.47,12.23
1.839928,-4.557800,1,lucas,41.47,12.23
4.662491,0.567617,1,lucas,41.47,12.23
-3.570114,-1.710004,1,lucas,41.47,12.23
-3.449055,-0.194530,1,lucas,41.47,12.23
-1.879109,-5.692672,1,lucas,41.47,12.23
1.411742,0.549811,1,lucas,41.47,12.23
8.050375,-5.922022,1,lucas,41.47,12.23
1.870159,-2.133482,1,lucas,41.47,12.23
9.717506,-3.710835,1,lucas,41.47,12.23
-4.932437,1.183243,1,lucas,41.47,12.23
-8.085436,-1.891315,1,lucas,41.47,12.23
1.570533,3.113219,1,lucas,41.47,12.23
-12.327775,-4.308821,1,lucas,41.47,12.23
-2.614966,1.608145,1,lucas,41.47,12.23
-7.166011,-2.603032,1,lucas,41.47,12.23
2.525791,-1.513662,1,lucas,41.47,12.23
6.449264,-3.157655,1,lucas,41.47,12.23
5.664278,-2.164982,1,lucas,41.47,12.23
4.849421,-0.143927,1,lucas,41.47,12.23
-3.200103,4.575998,1,nicolas,41.47,12.23
-9.112119,2.894068,1,nicolas,41.47,12.23
-2.995335,5.552275,1,nicolas,41.47,12.23
-2.386955,6.517106,1,nicolas,41.47,12.23
-4.819159,7.791542,1,nicolas,41.47,12.23
-9.787110,0.534217,1,nicolas,41.47,12.23
-7.047517,4.329330,1,nicolas,41.47,12.23
-9.140238,2.650136,1,nicolas,41.47,12.23
-9.018540,3.090561,1,nicolas,41.47,12.23
-11.574680,-2.399945,1,nicolas,41.47,12.23
-7.649715,5.497508,1,nicolas,41.47,12.23
-12.239569,-0.365432,1,nicolas,41.47,12.23
-11.435751,1.350536,1,nicolas,41.47,12.23
-8.173134,0.802232,1,nicolas,41.47,12.23
-7.382075,3.563417,1,nicolas,41.47,12.23
-4.666715,7.120486,1,nicolas,41.47,12.23
-7.175400,5.593585,1,nicolas,41.47,12.23
-8.773477,1.857294,1,nicolas,41.47,12.23
-6.761416,3.796678,1,nicolas,41.47,12.23
-7.603623,1.478694,1,nicolas,41.47,12.23
-12.164027,-0.455936,1,nicolas,41.47,12.23
-6.797460,4.615682,1,nicolas,41.47,12.23
-8.418367,2.076793,1,nicolas,41.47,12.23
-9.147731,2.281653,1,nicolas,41.47,12.23
-7.958079,2.052945,1,nicolas,41.47,12.23
-8.376541,2.842774,1,nicolas,41.47,12.23
-7.294327,2.976381,1,nicolas,41.47,12.23
-0.691902,5.197300,1,nicolas,41.47,12.23
-9.573692,1.295504,1,nicolas,41.47,12.23
-9.162217,2.625852,1,nicolas,41.47,12.23
-4.442190,7.653568,1,nicolas,41.47,12.23
-6.024522,6.007410,1,nicolas,41.47,12.23
-8.465485,1.807733,1,nicolas,41.47,12.23
-6.416703,2.346868,1,nicolas,41.47,12.23
-8.916613,1.827530,1,nicolas,41.47,12.23
-4.475497,3.551622,1,nicolas,41.47,12.23
-8.064131,2.689903,1,nicolas,41.47,12.23
-9.796189,2.949109,1,nicolas,41.47,12.23
-7.743016,2.786581,1,nicolas,41.47,12.23
-7.490094,0.785647,1,nicolas,41.47,12.23
-8.682763,0.197493,1,nicolas,41.47,12.23
-9.219193,2.273397,1,nicolas,41.47,12.23
-11.966493,-1.709998,1,nicolas,41.47,12.23
-2.230976,6.703140,1,nicolas,41.47,12.23
-11.365373,0.816624,1,nicolas,41.47,12.23
-6.521428,4.402340,1,nicolas,41.47,12.23
-9.316352,3.575885,1,nicolas,41.47,12.23
-8.673679,2.697039,1,nicolas,41.47,12.23
-11.686530,-0.775128,1,nicolas,41.47,12.23
-8.486579,1.043303,1,nicolas,41.47,12.23
-12.864935,-2.698672,1,theo,41.47,12.23
-12.724351,-4.692928,1,theo,41.47,12.23
-11.265427,-0.061612,1,theo,41.47,12.23
-13.294348,-5.016031,1,theo,41.47,12.23
-12.375736,-4.884482,1,theo,41.47,12.23
-5.474134,2.944516,1,theo,41.47,12.23
-12.169104,-1.754900,1,theo,41.47,12.23
-13.209493,-3.844147,1,theo,41.47,12.23
-12.653494,-2.990765,1,theo,41.47,12.23
-11.285801,-3.185971,1,theo,41.47,12.23
-13.515513,-3.960397,1,theo,41.47,12.23
-5.246512,4.917656,1,theo,41.47,12.23
-13.679613,-6.679712,1,theo,41.47,12.23
-2.795585,6.530458,1,theo,41.47,12.23
8.548379,3.818624,1,theo,41.47,12.23
10.145810,-1.087376,1,theo,41.47,12.23
3.646191,2.748919,1,theo,41.47,12.23
-11.157955,-2.892809,1,theo,41.47,12.23
-11.472135,0.073485,1,theo,41.47,12.23
-11.125500,-2.257380,1,theo,41.47,12.23
1.600024,0.603636,1,theo,41.47,12.23
1.208824,-1.729984,1,theo,41.47,12.23
0.476201,2.452371,1,theo,41.47,12.23
-12.282050,-1.465011,1,theo,41.47,12.23
1.616789,5.284110,1,theo,41.47,12.23
13.879384,-6.577378,1,theo,41.47,12.23
9.514059,5.281894,1,theo,41.47,12.23
5.861729,7.149604,1,theo,41.47,12.23
-10.738285,-0.457416,1,theo,41.47,12.23
-3.640782,3.685310,1,theo,41.47,12.23
-10.048482,-3.063141,1,theo,41.47,12.23
-8.081857,2.704932,1,theo,41.47,12.23
-10.848743,-3.116354,1,theo,41.47,12.23
-9.529252,-1.921812,1,theo,41.47,12.23
-13.407358,-3.148428,1,theo,41.47,12.23
-11.929054,-1.383228,1,theo,41.47,12.23
-12.819831,-7.224429,1,theo,41.47,12.23
1.081107,3.786790,1,theo,41.47,12.23
-0.540771,4.130615,1,theo,41.47,12.23
-10.028270,-2.793320,1,theo,41.47,12.23
-13.976143,-5.867863,1,theo,41.47,12.23
-10.201713,-1.327711,1,theo,41.47,12.23
-10.621362,-0.976527,1,theo,41.47,12.23
-3.900101,3.749753,1,theo,41.47,12.23
-8.866497,1.266945,1,theo,41.47,12.23
-13.104927,-4.866068,1,theo,41.47,12.23
-13.153747,-3.967547,1,theo,41.47,12.23
-8.374542,2.434070,1,theo,41.47,12.23
-11.656000,-1.006431,1,theo,41.47,12.23
-12.704457,-2.208881,1,theo,41.47,12.23
2.043579,-0.816901,1,yweweler,41.47,12.23
-13.708768,-5.630782,1,yweweler,41.47,12.23
-11.764861,-2.689974,1,yweweler,41.47,12.23
-7.795011,2.477414,1,yweweler,41.47,12.23
-4.489106,4.139222,1,yweweler,41.47,12.23
-6.830821,3.190634,1,yweweler,41.47,12.23
-9.315464,0.702413,1,yweweler,41.47,12.23
6.636277,-0.445382,1,yweweler,41.47,12.23
-7.034079,1.544157,1,yweweler,41.47,12.23
-9.624220,0.299921,1,yweweler,41.47,12.23
-6.123603,1.494465,1,yweweler,41.47,12.23
-7.534251,1.458296,1,yweweler,41.47,12.23
-7.110439,1.317571,1,yweweler,41.47,12.23
-6.596667,2.840548,1,yweweler,41.47,12.23
-9.048883,2.022306,1,yweweler,41.47,12.23
-9.506260,0.460746,1,yweweler,41.47,12.23
-8.709522,-0.173509,1,yweweler,41.47,12.23
